,Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Results,Winning Team,Win conditions,MatchID,Home Team Initials,Away Team Initials,City Temperature,Home Team Average Temperature,Away Team Average Temperature,Winning Team Average Temperature
278,1978.0,25 Jun 1978 - 15:00 ,Final,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,3.0,1.0,Netherlands,H,Argentina,Argentina win after extra time ,2198.0,ARG,NED,19,15.0,10.0,15.0
279,1982.0,23 Jun 1982 - 21:00 ,Group 3,Jose Rico Perez,Alicante ,Argentina,2.0,0.0,El Salvador,H,Argentina, ,751.0,ARG,SLV,29,15.0,25.0,15.0
280,1994.0,21 Jun 1994 - 12:30 ,Group D,Foxboro Stadium,Boston ,Argentina,4.0,0.0,Greece,H,Argentina, ,3059.0,ARG,GRE,32,15.0,15.0,15.0
281,1998.0,14 Jun 1998 - 14:30 ,Group H,Stade Municipal,Toulouse ,Argentina,1.0,0.0,Japan,H,Argentina, ,8734.0,ARG,JPN,30,15.0,12.0,15.0
282,1998.0,21 Jun 1998 - 17:30 ,Group H,Parc des Princes,Paris ,Argentina,5.0,0.0,Jamaica,H,Argentina, ,8752.0,ARG,JAM,25,15.0,26.0,15.0
283,2006.0,10 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Hamburg",Hamburg ,Argentina,2.0,1.0,Ivory Coast,H,Argentina, ,97410005.0,ARG,CIV,22,15.0,26.35,15.0
284,2006.0,16 Jun 2006 - 15:00 ,Group C,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Argentina,6.0,0.0,Serbia,H,Argentina, ,97410021.0,ARG,SCG,22,15.0,11.0,15.0
285,2014.0,15 Jun 2014 - 19:00 ,Group F,Estadio do Maracana,Rio De Janeiro ,Argentina,2.0,1.0,Bosnia and Herzegovina,H,Argentina, ,300186477.0,ARG,BIH,30,15.0,9.85,15.0
286,1930.0,16 Jul 1930 - 14:45 ,Group 1,Parque Central,Montevideo ,Chile,3.0,0.0,Mexico,H,Chile, ,1095.0,CHI,MEX,11,9.0,21.0,9.0
287,1962.0,10 Jun 1962 - 14:30 ,Quarter-finals,Carlos Dittborn,Arica ,Chile,2.0,1.0,Russia,H,Chile, ,1474.0,CHI,URS,17,9.0,-3.0,9.0
288,1962.0,30 May 1962 - 15:00 ,Group 2,Nacional,Santiago De Chile ,Chile,3.0,1.0,Switzerland,H,Chile, ,1473.0,CHI,SUI,32,9.0,8.0,9.0
289,2010.0,21 Jun 2010 - 16:00 ,Group H,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Chile,1.0,0.0,Switzerland,H,Chile, ,300061493.0,CHI,SUI,13,9.0,8.0,9.0
290,1962.0,16 Jun 1962 - 14:30 ,Match for third place,Nacional,Santiago De Chile ,Chile,1.0,0.0,Yugoslavia,H,Chile, ,1475.0,CHI,YUG,32,9.0,8.9,9.0
291,1930.0,19 Jul 1930 - 12:50 ,Group 1,Estadio Centenario,Montevideo ,Chile,1.0,0.0,France,H,Chile, ,1094.0,CHI,FRA,11,9.0,13.0,9.0
292,2014.0,18 Jun 2014 - 16:00 ,Group B,Estadio do Maracana,Rio De Janeiro ,Spain,0.0,2.0,Chile,A,Chile, ,300186498.0,ESP,CHI,30,14.0,9.0,9.0
293,2010.0,16 Jun 2010 - 13:30 ,Group H,Mbombela Stadium,Nelspruit ,Honduras,0.0,1.0,Chile,A,Chile, ,300061495.0,HON,CHI,23,25.0,9.0,9.0
294,1950.0,02 Jul 1950 - 15:00 ,Group 2,Ilha do Retiro,Recife ,Chile,5.0,2.0,USA,H,Chile, ,1194.0,CHI,USA,28,9.0,8.55,9.0
295,1962.0,02 Jun 1962 - 15:00 ,Group 2,Nacional,Santiago De Chile ,Chile,2.0,0.0,Italy,H,Chile, ,1472.0,CHI,ITA,32,9.0,13.0,9.0
296,2014.0,13 Jun 2014 - 18:00 ,Group B,Arena Pantanal,Cuiaba ,Chile,3.0,1.0,Australia,H,Chile, ,300186473.0,CHI,AUS,36,9.0,22.0,9.0
297,1950.0,24 Jun 1950 - 15:00 ,Group 1,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro ,Brazil,4.0,0.0,Mexico,H,Brazil, ,1187.0,BRA,MEX,30,25.0,21.0,25.0
298,1954.0,16 Jun 1954 - 18:00 ,Group 1,Charmilles,Geneva ,Brazil,5.0,0.0,Mexico,H,Brazil, ,1249.0,BRA,MEX,23,25.0,21.0,25.0
299,1962.0,30 May 1962 - 15:00 ,Group 3,Estadio Sausalito,Vina Del Mar ,Brazil,2.0,0.0,Mexico,H,Brazil, ,1461.0,BRA,MEX,17,25.0,21.0,25.0
300,2002.0,17 Jun 2002 - 20:30 ,Round of 16,Kobe Wing Stadium,Kobe ,Brazil,2.0,0.0,Belgium,H,Brazil, ,43950054.0,BRA,BEL,25,25.0,10.0,25.0
301,1982.0,18 Jun 1982 - 21:00 ,Group 6,Benito Villamarin,Seville ,Brazil,4.0,1.0,Scotland,H,Brazil, ,790.0,BRA,SCO,29,25.0,8.45,25.0
302,1990.0,20 Jun 1990 - 21:00 ,Group C,Stadio delle Alpi,Turin ,Brazil,1.0,0.0,Scotland,H,Brazil, ,74.0,BRA,SCO,31,25.0,8.45,25.0
303,1998.0,10 Jun 1998 - 17:30 ,Group A,Stade de France,Saint-Denis ,Brazil,2.0,1.0,Scotland,H,Brazil, ,4000.0,BRA,SCO,22,25.0,8.45,25.0
304,1974.0,26 Jun 1974 - 19:30 ,Group A,Niedersachsenstadion,Hanover ,Brazil,1.0,0.0,Germany,H,Brazil, ,1982.0,BRA,GDR,21,25.0,9.0,25.0
305,1938.0,14 Jun 1938 - 18:00 ,Quarter-finals,Stade du Parc Lescure,Bordeaux ,Brazil,2.0,1.0,Czech Republic,H,Brazil, ,1153.0,BRA,TCH,32,25.0,8.0,25.0
306,1962.0,17 Jun 1962 - 14:30 ,Final,Nacional,Santiago De Chile ,Brazil,3.0,1.0,Czech Republic,H,Brazil, ,1463.0,BRA,TCH,32,25.0,8.0,25.0
307,1970.0,03 Jun 1970 - 16:00 ,Group 3,Jalisco,Guadalajara ,Brazil,4.0,1.0,Czech Republic,H,Brazil, ,1770.0,BRA,TCH,28,25.0,8.0,25.0
308,1958.0,15 Jun 1958 - 19:00 ,Group 4,Nya Ullevi,Gothenburg ,Brazil,2.0,0.0,Russia,H,Brazil, ,1344.0,BRA,URS,21,25.0,-3.0,25.0
309,1982.0,14 Jun 1982 - 21:00 ,Group 6,Ramon Sanchez Pizjuan,Seville ,Brazil,2.0,1.0,Russia,H,Brazil, ,791.0,BRA,URS,29,25.0,-3.0,25.0
310,1994.0,20 Jun 1994 - 16:00 ,Group B,Stanford Stadium,San Francisco ,Brazil,2.0,0.0,Russia,H,Brazil, ,3057.0,BRA,RUS,23,25.0,-3.0,25.0
311,1998.0,03 Jul 1998 - 21:00 ,Quarter-finals,La Beaujoire,Nantes ,Brazil,3.0,2.0,Denmark,H,Brazil, ,8782.0,BRA,DEN,28,25.0,-16.0,25.0
312,2006.0,13 Jun 2006 - 21:00 ,Group F,Olympiastadion,Berlin ,Brazil,1.0,0.0,Croatia,H,Brazil, ,97410011.0,BRA,CRO,26,25.0,12.0,25.0
313,2014.0,12 Jun 2014 - 17:00 ,Group A,Arena de Sao Paulo,Sao Paulo ,Brazil,3.0,1.0,Croatia,H,Brazil, ,300186456.0,BRA,CRO,26,25.0,12.0,25.0
314,1970.0,17 Jun 1970 - 16:00 ,Semi-finals,Jalisco,Guadalajara ,Brazil,3.0,1.0,Uruguay,H,Brazil, ,1771.0,BRA,URU,28,25.0,17.0,25.0
315,2010.0,15 Jun 2010 - 20:30 ,Group G,Ellis Park Stadium,Johannesburg ,Brazil,2.0,1.0,Korea Republic,H,Brazil, ,300061490.0,BRA,PRK,22,25.0,11.5,25.0
316,1962.0,10 Jun 1962 - 14:30 ,Quarter-finals,Estadio Sausalito,Vina Del Mar ,Brazil,3.0,1.0,England,H,Brazil, ,1459.0,BRA,ENG,17,25.0,8.45,25.0
317,1970.0,07 Jun 1970 - 12:00 ,Group 3,Jalisco,Guadalajara ,Brazil,1.0,0.0,England,H,Brazil, ,1764.0,BRA,ENG,28,25.0,8.45,25.0
318,2014.0,04 Jul 2014 - 17:00 ,Quarter-finals,Estadio Castelao,Fortaleza ,Brazil,2.0,1.0,Colombia,H,Brazil, ,300186461.0,BRA,COL,28,25.0,25.0,25.0
319,1970.0,10 Jun 1970 - 16:00 ,Group 3,Jalisco,Guadalajara ,Brazil,3.0,2.0,Romania,H,Brazil, ,1769.0,BRA,ROU,28,25.0,10.0,25.0
320,1950.0,01 Jul 1950 - 15:00 ,Group 1,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro ,Brazil,2.0,0.0,Yugoslavia,H,Brazil, ,1191.0,BRA,YUG,30,25.0,8.9,25.0
321,1986.0,06 Jun 1986 - 12:00 ,Group D,Jalisco,Guadalajara ,Brazil,1.0,0.0,Algeria,H,Brazil, ,377.0,BRA,ALG,28,25.0,24.0,25.0
322,2006.0,27 Jun 2006 - 17:00 ,Round of 16,"FIFA World Cup Stadium, Dortmund",Dortmund ,Brazil,3.0,0.0,Ghana,H,Brazil, ,97410055.0,BRA,GHA,22,25.0,27.0,25.0
323,1974.0,30 Jun 1974 - 16:00 ,Group A,Niedersachsenstadion,Hanover ,Argentina,1.0,2.0,Brazil,A,Brazil, ,1945.0,ARG,BRA,21,15.0,25.0,25.0
324,1982.0,02 Jul 1982 - 17:15 ,Group 3,Sarria,Barcelona ,Argentina,1.0,3.0,Brazil,A,Brazil, ,750.0,ARG,BRA,30,15.0,25.0,25.0
325,1994.0,13 Jul 1994 - 16:30 ,Semi-finals,Rose Bowl,Los Angeles ,Sweden,0.0,1.0,Brazil,A,Brazil, ,3099.0,SWE,BRA,33,3.0,25.0,25.0
326,2002.0,30 Jun 2002 - 20:00 ,Final,International Stadium Yokohama,Yokohama ,Germany,0.0,2.0,Brazil,A,Brazil, ,43950064.0,GER,BRA,25,9.0,25.0,25.0
327,1986.0,01 Jun 1986 - 12:00 ,Group D,Jalisco,Guadalajara ,Spain,0.0,1.0,Brazil,A,Brazil, ,439.0,ESP,BRA,28,14.0,25.0,25.0
328,2002.0,21 Jun 2002 - 15:30 ,Quarter-finals,Shizuoka Stadium Ecopa,Shizuoka ,England,1.0,2.0,Brazil,A,Brazil, ,43950057.0,ENG,BRA,26,8.45,25.0,25.0
329,1986.0,12 Jun 1986 - 12:00 ,Group D,Jalisco,Guadalajara ,Northern Ireland,0.0,3.0,Brazil,A,Brazil, ,441.0,NIR,BRA,28,9.3,25.0,25.0
330,1974.0,22 Jun 1974 - 16:00 ,Group 2,Parkstadion,Gelsenkirchen ,Zaire,0.0,3.0,Brazil,A,Brazil, ,1987.0,ZAI,BRA,22,21.4,25.0,25.0
331,1994.0,09 Jul 1994 - 14:30 ,Quarter-finals,Cotton Bowl,Dallas ,Netherlands,2.0,3.0,Brazil,A,Brazil, ,3098.0,NED,BRA,34,10.0,25.0,25.0
332,2002.0,13 Jun 2002 - 15:30 ,Group C,Suwon World Cup Stadium,Suwon ,Costa Rica,2.0,5.0,Brazil,A,Brazil, ,43950041.0,CRC,BRA,22,26.0,25.0,25.0
333,2014.0,23 Jun 2014 - 17:00 ,Group A,Estadio Nacional,Brasilia ,Cameroon,1.0,4.0,Brazil,A,Brazil, ,300186472.0,CMR,BRA,28,25.0,25.0,25.0
334,2006.0,22 Jun 2006 - 21:00 ,Group F,"FIFA World Cup Stadium, Dortmund",Dortmund ,Japan,1.0,4.0,Brazil,A,Brazil, ,97410043.0,JPN,BRA,22,12.0,25.0,25.0
335,1930.0,20 Jul 1930 - 13:00 ,Group 2,Estadio Centenario,Montevideo ,Brazil,4.0,0.0,Bolivia,H,Brazil, ,1091.0,BRA,BOL,11,25.0,21.0,25.0
336,1958.0,24 Jun 1958 - 19:00 ,Semi-finals,Rasunda Stadium,Solna ,Brazil,5.0,2.0,France,H,Brazil, ,1340.0,BRA,FRA,21,25.0,13.0,25.0
337,1970.0,14 Jun 1970 - 12:00 ,Quarter-finals,Jalisco,Guadalajara ,Brazil,4.0,2.0,Peru,H,Brazil, ,1768.0,BRA,PER,28,25.0,20.0,25.0
338,1978.0,14 Jun 1978 - 16:45 ,Group B,San Martin,Mendoza ,Brazil,3.0,0.0,Peru,H,Brazil, ,2251.0,BRA,PER,13,25.0,20.0,25.0
339,1938.0,19 Jun 1938 - 17:00 ,Match for third place,Stade du Parc Lescure,Bordeaux ,Brazil,4.0,2.0,Sweden,H,Brazil, ,1151.0,BRA,SWE,32,25.0,3.0,25.0
340,1950.0,09 Jul 1950 - 15:00 ,Group 6,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro ,Brazil,7.0,1.0,Sweden,H,Brazil, ,1189.0,BRA,SWE,30,25.0,3.0,25.0
341,1958.0,29 Jun 1958 - 15:00 ,Final,Rasunda Stadium,Solna ,Brazil,5.0,2.0,Sweden,H,Brazil, ,1343.0,BRA,SWE,21,25.0,3.0,25.0
342,1990.0,10 Jun 1990 - 21:00 ,Group C,Stadio delle Alpi,Turin ,Brazil,2.0,1.0,Sweden,H,Brazil, ,75.0,BRA,SWE,31,25.0,3.0,25.0
343,1962.0,13 Jun 1962 - 14:30 ,Semi-finals,Nacional,Santiago De Chile ,Brazil,4.0,2.0,Chile,H,Brazil, ,1458.0,BRA,CHI,32,25.0,9.0,25.0
344,1998.0,27 Jun 1998 - 21:00 ,Round of 16,Parc des Princes,Paris ,Brazil,4.0,1.0,Chile,H,Brazil, ,8773.0,BRA,CHI,25,25.0,9.0,25.0
345,2010.0,28 Jun 2010 - 20:30 ,Round of 16,Ellis Park Stadium,Johannesburg ,Brazil,3.0,0.0,Chile,H,Brazil, ,300061500.0,BRA,CHI,22,25.0,9.0,25.0
346,1994.0,04 Jul 1994 - 12:30 ,Round of 16,Stanford Stadium,San Francisco ,Brazil,1.0,0.0,USA,H,Brazil, ,3090.0,BRA,USA,23,25.0,8.55,25.0
347,1966.0,12 Jul 1966 - 19:30 ,Group 3,Goodison Park,Liverpool ,Brazil,2.0,0.0,Bulgaria,H,Brazil, ,1596.0,BRA,BUL,18,25.0,11.0,25.0
348,1950.0,13 Jul 1950 - 15:00 ,Group 6,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro ,Brazil,6.0,1.0,Spain,H,Brazil, ,1186.0,BRA,ESP,30,25.0,14.0,25.0
349,1962.0,06 Jun 1962 - 15:00 ,Group 3,Estadio Sausalito,Vina Del Mar ,Brazil,2.0,1.0,Spain,H,Brazil, ,1460.0,BRA,ESP,17,25.0,14.0,25.0
350,1970.0,21 Jun 1970 - 12:00 ,Final,Estadio Azteca,Mexico City ,Brazil,4.0,1.0,Italy,H,Brazil, ,1765.0,BRA,ITA,25,25.0,13.0,25.0
351,1978.0,24 Jun 1978 - 15:00 ,Match for third place,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Brazil,2.0,1.0,Italy,H,Brazil, ,2247.0,BRA,ITA,19,25.0,13.0,25.0
352,1938.0,05 Jun 1938 - 17:30 ,First round,Stade de la Meinau,Strasbourg ,Brazil,6.0,5.0,Poland,H,Brazil,Brazil win after extra time ,1150.0,BRA,POL,23,25.0,8.0,25.0
353,1978.0,21 Jun 1978 - 16:45 ,Group B,San Martin,Mendoza ,Brazil,3.0,1.0,Poland,H,Brazil, ,2252.0,BRA,POL,13,25.0,8.0,25.0
354,1986.0,16 Jun 1986 - 12:00 ,Round of 16,Jalisco,Guadalajara ,Brazil,4.0,0.0,Poland,H,Brazil, ,444.0,BRA,POL,28,25.0,8.0,25.0
355,1994.0,24 Jun 1994 - 16:00 ,Group B,Stanford Stadium,San Francisco ,Brazil,3.0,0.0,Cameroon,H,Brazil, ,3067.0,BRA,CMR,23,25.0,25.0,25.0
356,2010.0,20 Jun 2010 - 20:30 ,Group G,Soccer City Stadium,Johannesburg ,Brazil,3.0,1.0,Ivory Coast,H,Brazil, ,300061488.0,BRA,CIV,22,25.0,26.35,25.0
357,1958.0,08 Jun 1958 - 19:00 ,Group 4,Rimnersvallen,Udevalla ,Brazil,3.0,0.0,Austria,H,Brazil, ,1326.0,BRA,AUT,,25.0,7.0,25.0
358,1978.0,11 Jun 1978 - 13:45 ,Group 3,Estadio Jos� Mar�a Minella,Mar Del Plata ,Brazil,1.0,0.0,Austria,H,Brazil, ,2215.0,BRA,AUT,12,25.0,7.0,25.0
359,2006.0,18 Jun 2006 - 18:00 ,Group F,"FIFA World Cup Stadium, Munich",Munich ,Brazil,2.0,0.0,Australia,H,Brazil, ,97410027.0,BRA,AUS,20,25.0,22.0,25.0
360,1990.0,16 Jun 1990 - 17:00 ,Group C,Stadio delle Alpi,Turin ,Brazil,1.0,0.0,Costa Rica,H,Brazil, ,73.0,BRA,CRC,31,25.0,26.0,25.0
361,1958.0,19 Jun 1958 - 19:00 ,Quarter-finals,Nya Ullevi,Gothenburg ,Brazil,1.0,0.0,Wales,H,Brazil, ,1345.0,BRA,WAL,21,25.0,8.45,25.0
362,1982.0,23 Jun 1982 - 21:00 ,Group 6,Benito Villamarin,Seville ,Brazil,4.0,0.0,New Zealand,H,Brazil, ,789.0,BRA,NZL,29,25.0,10.0,25.0
363,1998.0,16 Jun 1998 - 21:00 ,Group A,La Beaujoire,Nantes ,Brazil,3.0,0.0,Morocco,H,Brazil, ,8742.0,BRA,MAR,28,25.0,18.0,25.0
364,2002.0,03 June 2002 - 18:00 ,Group C,Munsu Football Stadium,Ulsan ,Brazil,2.0,1.0,Turkey,H,Brazil, ,43950010.0,BRA,TUR,25,25.0,12.0,25.0
365,2002.0,26 Jun 2002 - 20:30 ,Semi-finals,Saitama Stadium 2002,Saitama ,Brazil,1.0,0.0,Turkey,H,Brazil, ,43950062.0,BRA,TUR,29,25.0,12.0,25.0
366,2002.0,08 Jun 2002 - 20:30 ,Group C,Jeju World Cup Stadium,Jeju ,Brazil,4.0,0.0,China PR,H,Brazil, ,43950026.0,BRA,CHN,28,25.0,6.95,25.0
367,1958.0,15 Jun 1958 - 19:00 ,Group 3,Jarnvallen,Sandviken ,Hungary,4.0,0.0,Mexico,H,Hungary, ,1403.0,HUN,MEX,24,11.0,21.0,11.0
368,1954.0,20 Jun 1954 - 16:50 ,Group 2,St. Jakob,Basel ,Hungary,8.0,3.0,Germany,H,Hungary, ,1277.0,HUN,FRG,23,11.0,9.0,11.0
369,1954.0,30 Jun 1954 - 18:00 ,Semi-finals,La Pontaise,Lausanne ,Hungary,4.0,2.0,Uruguay,H,Hungary,Hungary win after extra time ,1295.0,HUN,URU,22,11.0,17.0,11.0
370,1938.0,12 Jun 1938 - 17:00 ,Quarter-finals,Victor Boucquey,Lille ,Hungary,2.0,0.0,Switzerland,H,Hungary, ,1175.0,HUN,SUI,22,11.0,8.0,11.0
371,1954.0,17 Jun 1954 - 18:00 ,Group 2,Hardturm,Zurich ,Hungary,9.0,0.0,Korea Republic,H,Hungary, ,1294.0,HUN,KOR,23,11.0,11.5,11.0
372,1962.0,31 May 1962 - 15:00 ,Group 4,Estadio El Teniente-Codelco,Rancagua ,Hungary,2.0,1.0,England,H,Hungary, ,1490.0,HUN,ENG,15,11.0,8.45,11.0
373,1954.0,27 Jun 1954 - 17:00 ,Quarter-finals,Wankdorf Stadium,Berne ,Hungary,4.0,2.0,Brazil,H,Hungary, ,1248.0,HUN,BRA,23,11.0,25.0,11.0
374,1966.0,15 Jul 1966 - 19:30 ,Group 3,Goodison Park,Liverpool ,Hungary,3.0,1.0,Brazil,H,Hungary, ,1597.0,HUN,BRA,18,11.0,25.0,11.0
375,1938.0,16 Jun 1938 - 18:00 ,Semi-finals,Parc des Princes,Paris ,Hungary,5.0,1.0,Sweden,H,Hungary, ,1176.0,HUN,SWE,25,11.0,3.0,11.0
376,1962.0,03 Jun 1962 - 15:00 ,Group 4,Estadio El Teniente-Codelco,Rancagua ,Hungary,6.0,1.0,Bulgaria,H,Hungary, ,1470.0,HUN,BUL,15,11.0,11.0,11.0
377,1966.0,20 Jul 1966 - 19:30 ,Group 3,Old Trafford Stadium,Manchester ,Hungary,3.0,1.0,Bulgaria,H,Hungary, ,1599.0,HUN,BUL,20,11.0,11.0,11.0
378,1982.0,15 Jun 1982 - 21:00 ,Group 3,Nuevo Estadio,Elche ,Hungary,10.0,1.0,El Salvador,H,Hungary, ,896.0,HUN,SLV,31,11.0,25.0,11.0
379,1934.0,27 May 1934 - 16:30 ,Preliminary round,Giorgio Ascarelli,Naples ,Hungary,4.0,2.0,Egypt,H,Hungary, ,1119.0,HUN,EGY,29,11.0,23.0,11.0
380,1938.0,05 Jun 1938 - 17:00 ,First round,Velodrome Municipale,Reims ,Hungary,6.0,0.0,Dutch East Indies,H,Hungary, ,1173.0,HUN,INH,20,11.0,23.65,11.0
381,1986.0,06 Jun 1986 - 12:00 ,Group C,Estadio Irapuato,Irapuato ,Hungary,2.0,0.0,Canada,H,Hungary, ,475.0,HUN,CAN,31,11.0,-3.0,11.0
382,1950.0,02 Jul 1950 - 15:40 ,Group 1,Eucaliptos,Porto Alegre ,Switzerland,2.0,1.0,Mexico,H,Switzerland, ,1222.0,SUI,MEX,21,8.0,21.0,8.0
383,1938.0,09 Jun 1938 - 18:00 ,First round,Parc des Princes,Paris ,Switzerland,4.0,2.0,Germany,H,Switzerland, ,1166.0,SUI,GER,25,8.0,9.0,8.0
384,1994.0,22 Jun 1994 - 16:00 ,Group A,Pontiac Silverdome,Detroit ,Romania,1.0,4.0,Switzerland,A,Switzerland, ,3062.0,ROU,SUI,30,10.0,8.0,8.0
385,2010.0,16 Jun 2010 - 16:00 ,Group H,Durban Stadium,Durban ,Spain,0.0,1.0,Switzerland,A,Switzerland, ,300111112.0,ESP,SUI,22,14.0,8.0,8.0
386,2014.0,25 Jun 2014 - 16:00 ,Group E,Arena Amazonia,Manaus ,Honduras,0.0,3.0,Switzerland,A,Switzerland, ,300186482.0,HON,SUI,31,25.0,8.0,8.0
387,2006.0,19 Jun 2006 - 15:00 ,Group G,"FIFA World Cup Stadium, Dortmund",Dortmund ,Togo,0.0,2.0,Switzerland,A,Switzerland, ,97410030.0,TOG,SUI,22,27.0,8.0,8.0
388,2006.0,23 Jun 2006 - 21:00 ,Group G,"FIFA World Cup Stadium, Hanover",Hanover ,Switzerland,2.0,0.0,Korea Republic,H,Switzerland, ,97410046.0,SUI,KOR,21,8.0,11.5,8.0
389,1954.0,17 Jun 1954 - 17:50 ,Group 4,La Pontaise,Lausanne ,Switzerland,2.0,1.0,Italy,H,Switzerland, ,1300.0,SUI,ITA,22,8.0,13.0,8.0
390,1954.0,23 Jun 1954 - 18:00 ,Group 4,St. Jakob,Basel ,Switzerland,4.0,1.0,Italy,H,Switzerland, ,1301.0,SUI,ITA,23,8.0,13.0,8.0
391,1934.0,27 May 1934 - 16:30 ,Preliminary round,San Siro,Milan ,Switzerland,3.0,2.0,Netherlands,H,Switzerland, ,1133.0,SUI,NED,29,8.0,10.0,8.0
392,2014.0,15 Jun 2014 - 13:00 ,Group E,Estadio Nacional,Brasilia ,Switzerland,2.0,1.0,Ecuador,H,Switzerland, ,300186494.0,SUI,ECU,28,8.0,22.0,8.0
393,1958.0,08 Jun 1958 - 14:00 ,Group 3,Rasunda Stadium,Solna ,Sweden,3.0,0.0,Mexico,H,Sweden, ,1415.0,SWE,MEX,21,3.0,21.0,3.0
394,2006.0,15 Jun 2006 - 21:00 ,Group B,Olympiastadion,Berlin ,Sweden,1.0,0.0,Paraguay,H,Sweden, ,97410020.0,SWE,PAR,26,3.0,23.0,3.0
395,1958.0,24 Jun 1958 - 19:00 ,Semi-finals,Nya Ullevi,Gothenburg ,Sweden,3.0,1.0,Germany,H,Sweden, ,1390.0,SWE,FRG,21,3.0,9.0,3.0
396,1958.0,12 Jun 1958 - 19:00 ,Group 3,Rasunda Stadium,Solna ,Sweden,2.0,1.0,Hungary,H,Sweden, ,1406.0,SWE,HUN,21,3.0,11.0,3.0
397,1958.0,19 Jun 1958 - 19:00 ,Quarter-finals,Rasunda Stadium,Solna ,Sweden,2.0,0.0,Russia,H,Sweden, ,1437.0,SWE,URS,21,3.0,-3.0,3.0
398,1994.0,24 Jun 1994 - 19:30 ,Group B,Pontiac Silverdome,Detroit ,Sweden,3.0,1.0,Russia,H,Sweden, ,3068.0,SWE,RUS,30,3.0,-3.0,3.0
399,1970.0,10 Jun 1970 - 16:00 ,Group 2,Cuauhtemoc,Puebla ,Sweden,1.0,0.0,Uruguay,H,Sweden, ,1922.0,SWE,URU,24,3.0,17.0,3.0
400,1974.0,23 Jun 1974 - 16:00 ,Group 3,Rheinstadion,D�Sseldorf ,Sweden,3.0,0.0,Uruguay,H,Sweden, ,2181.0,SWE,URU,29,3.0,17.0,3.0
401,2002.0,07 Jun 2002 - 15:30 ,Group F,Kobe Wing Stadium,Kobe ,Sweden,2.0,1.0,Nigeria,H,Sweden, ,43950021.0,SWE,NGA,25,3.0,27.0,3.0
402,1974.0,03 Jul 1974 - 19:30 ,Group B,Rheinstadion,D�Sseldorf ,Sweden,2.0,1.0,Yugoslavia,H,Sweden, ,2182.0,SWE,YUG,29,3.0,8.9,3.0
403,1934.0,27 May 1934 - 16:30 ,Preliminary round,Littorale,Bologna ,Sweden,3.0,2.0,Argentina,H,Sweden, ,1102.0,SWE,ARG,26,3.0,15.0,3.0
404,1994.0,03 Jul 1994 - 12:00 ,Round of 16,Cotton Bowl,Dallas ,Saudi Arabia,1.0,3.0,Sweden,A,Sweden, ,3087.0,KSA,SWE,34,26.0,3.0,3.0
405,1994.0,16 Jul 1994 - 12:30 ,Match for third place,Rose Bowl,Los Angeles ,Sweden,4.0,0.0,Bulgaria,H,Sweden, ,3103.0,SWE,BUL,33,3.0,11.0,3.0
406,1950.0,16 Jul 1950 - 15:00 ,Group 6,Pacaembu,Sao Paulo ,Sweden,3.0,1.0,Spain,H,Sweden, ,1206.0,SWE,ESP,26,3.0,14.0,3.0
407,1950.0,25 Jun 1950 - 15:00 ,Group 3,Pacaembu,Sao Paulo ,Sweden,3.0,2.0,Italy,H,Sweden, ,1219.0,SWE,ITA,26,3.0,13.0,3.0
408,1938.0,12 Jun 1938 - 17:00 ,Quarter-finals,Fort Carree,Antibes ,Sweden,8.0,0.0,Cuba,H,Sweden, ,1158.0,SWE,CUB,27,3.0,26.0,3.0
409,1978.0,06 Jun 1978 - 16:45 ,Group 2,Estadio Ol�mpico Chateau Carreras,Cordoba ,Germany,6.0,0.0,Mexico,H,Germany, ,2350.0,FRG,MEX,16,9.0,21.0,9.0
410,1998.0,29 Jun 1998 - 16:30 ,Round of 16,La Mosson,Montpellier ,Germany,2.0,1.0,Mexico,H,Germany, ,8777.0,GER,MEX,32,9.0,21.0,9.0
411,1934.0,27 May 1934 - 16:30 ,Preliminary round,Giovanni Berta,Florence ,Germany,5.0,2.0,Belgium,H,Germany, ,1108.0,GER,BEL,33,9.0,10.0,9.0
412,1994.0,02 Jul 1994 - 12:00 ,Round of 16,Soldier Field,Chicago ,Germany,3.0,2.0,Belgium,H,Germany, ,3085.0,GER,BEL,30,9.0,10.0,9.0
413,2002.0,15 Jun 2002 - 15:30 ,Round of 16,Jeju World Cup Stadium,Jeju ,Germany,1.0,0.0,Paraguay,H,Germany, ,43950049.0,GER,PAR,28,9.0,23.0,9.0
414,1986.0,08 Jun 1986 - 12:00 ,Group E,Estadio Corregidora,Queretaro ,Germany,2.0,1.0,Scotland,H,Germany, ,580.0,FRG,SCO,24,9.0,8.45,9.0
