,Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Results,Winning Team,Win conditions,MatchID,Home Team Initials,Away Team Initials,City Temperature,Home Team Average Temperature,Away Team Average Temperature,Winning Team Average Temperature
0,1930.0,13 Jul 1930 - 15:00 ,Group 1,Pocitos,Montevideo ,France,4.0,1.0,Mexico,H,France, ,1096.0,FRA,MEX,11,13.0,21.0,13.0
1,1954.0,19 Jun 1954 - 17:10 ,Group 1,Charmilles,Geneva ,France,3.0,2.0,Mexico,H,France, ,1275.0,FRA,MEX,23,13.0,21.0,13.0
2,1938.0,05 Jun 1938 - 17:00 ,First round,Stade Olympique,Colombes ,France,3.0,1.0,Belgium,H,France, ,1146.0,FRA,BEL,25,13.0,10.0,13.0
3,1986.0,28 Jun 1986 - 12:00 ,Match for third place,Cuauhtemoc,Puebla ,France,4.0,2.0,Belgium,H,France,France win after extra time ,422.0,FRA,BEL,24,13.0,10.0,13.0
4,1958.0,08 Jun 1958 - 19:00 ,Group 2,Idrottsparken,Norrk�Ping ,France,7.0,3.0,Paraguay,H,France, ,1386.0,FRA,PAR,29,13.0,23.0,13.0
5,1998.0,28 Jun 1998 - 16:30 ,Round of 16,Stade Felix Bollaert,Lens ,France,1.0,0.0,Paraguay,H,France,France win after extra time ,8776.0,FRA,PAR,22,13.0,23.0,13.0
6,1958.0,15 Jun 1958 - 19:00 ,Group 2,Eyravallen,Orebro ,France,2.0,1.0,Scotland,H,France, ,1387.0,FRA,SCO,22,13.0,8.45,13.0
7,1958.0,19 Jun 1958 - 19:00 ,Quarter-finals,Idrottsparken,Norrk�Ping ,France,4.0,0.0,Northern Ireland,H,France, ,1385.0,FRA,NIR,29,13.0,9.3,13.0
8,1982.0,04 Jul 1982 - 17:15 ,Group 4,Vicente Calderon,Madrid ,France,4.0,1.0,Northern Ireland,H,France, ,920.0,FRA,NIR,34,13.0,9.3,13.0
9,1958.0,28 Jun 1958 - 17:00 ,Match for third place,Nya Ullevi,Gothenburg ,France,6.0,3.0,Germany,H,France, ,1382.0,FRA,FRG,21,13.0,9.0,13.0
10,1978.0,10 Jun 1978 - 15:10 ,Group 1,Estadio Jos� Mar�a Minella,Mar Del Plata ,France,3.0,1.0,Hungary,H,France, ,2344.0,FRA,HUN,12,13.0,11.0,13.0
11,1982.0,21 Jun 1982 - 17:15 ,Group 4,Jose Zorrilla,Valladolid ,France,4.0,1.0,Kuwait,H,France, ,919.0,FRA,KUW,32,13.0,26.0,13.0
12,1998.0,12 Jun 1998 - 21:00 ,Group C,Stade V�lodrome,Marseilles ,France,3.0,0.0,South Africa,H,France, ,8730.0,FRA,RSA,25,13.0,17.0,13.0
13,1998.0,18 Jun 1998 - 21:00 ,Group C,Stade de France,Saint-Denis ,France,4.0,0.0,Saudi Arabia,H,France, ,8745.0,FRA,KSA,22,13.0,26.0,13.0
14,1998.0,24 Jun 1998 - 16:00 ,Group C,Stade de Gerland,Lyon ,France,2.0,1.0,Denmark,H,France, ,8762.0,FRA,DEN,26,13.0,-16.0,13.0
15,1998.0,08 Jul 1998 - 21:00 ,Semi-finals,Stade de France,Saint-Denis ,France,2.0,1.0,Croatia,H,France, ,8786.0,FRA,CRO,22,13.0,12.0,13.0
16,2014.0,15 Jun 2014 - 16:00 ,Group E,Estadio Beira-Rio,Porto Alegre ,France,3.0,0.0,Honduras,H,France, ,300186496.0,FRA,HON,21,13.0,25.0,13.0
17,2014.0,30 Jun 2014 - 13:00 ,Round of 16,Estadio Nacional,Brasilia ,France,2.0,0.0,Nigeria,H,France, ,300186462.0,FRA,NGA,28,13.0,27.0,13.0
18,1998.0,12 Jul 1998 - 21:00 ,Final,Stade de France,Saint-Denis ,Brazil,0.0,3.0,France,A,France, ,8788.0,BRA,FRA,22,25.0,13.0,13.0
19,2006.0,01 Jul 2006 - 21:00 ,Quarter-finals,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Brazil,0.0,1.0,France,A,France, ,97410060.0,BRA,FRA,23,25.0,13.0,13.0
20,1982.0,28 Jun 1982 - 17:15 ,Group 4,Vicente Calderon,Madrid ,Austria,0.0,1.0,France,A,France, ,767.0,AUT,FRA,34,7.0,13.0,13.0
21,1986.0,09 Jun 1986 - 12:00 ,Group C,Nou Camp - Estadio Le�n,Leon ,Hungary,0.0,3.0,France,A,France, ,567.0,HUN,FRA,28,11.0,13.0,13.0
22,2014.0,20 Jun 2014 - 16:00 ,Group E,Arena Fonte Nova,Salvador ,Switzerland,2.0,5.0,France,A,France, ,300186514.0,SUI,FRA,25,8.0,13.0,13.0
23,2006.0,27 Jun 2006 - 21:00 ,Round of 16,"FIFA World Cup Stadium, Hanover",Hanover ,Spain,1.0,3.0,France,A,France, ,97410056.0,ESP,FRA,21,14.0,13.0,13.0
24,1986.0,17 Jun 1986 - 12:00 ,Round of 16,Estadio Ol�mpico Universitario,Mexico City ,Italy,0.0,2.0,France,A,France, ,568.0,ITA,FRA,25,13.0,13.0,13.0
25,2006.0,05 Jul 2006 - 21:00 ,Semi-finals,"FIFA World Cup Stadium, Munich",Munich ,Portugal,0.0,1.0,France,A,France, ,97410062.0,POR,FRA,20,15.0,13.0,13.0
26,1986.0,01 Jun 1986 - 16:00 ,Group C,Nou Camp - Estadio Le�n,Leon ,Canada,0.0,1.0,France,A,France, ,468.0,CAN,FRA,28,-3.0,13.0,13.0
27,2006.0,23 Jun 2006 - 21:00 ,Group G,"FIFA World Cup Stadium, Cologne",Cologne ,Togo,0.0,2.0,France,A,France, ,97410045.0,TOG,FRA,24,27.0,13.0,13.0
28,1966.0,13 Jul 1966 - 19:30 ,Group 1,Wembley Stadium,London ,France,1.0,1.0,Mexico,D,Draw, ,1650.0,FRA,MEX,24,13.0,21.0,
29,1966.0,19 Jul 1966 - 16:30 ,Group 1,Wembley Stadium,London ,Uruguay,0.0,0.0,Mexico,D,Draw, ,1689.0,URU,MEX,24,17.0,21.0,
30,2014.0,17 Jun 2014 - 16:00 ,Group A,Estadio Castelao,Fortaleza ,Brazil,0.0,0.0,Mexico,D,Draw, ,300186509.0,BRA,MEX,28,25.0,21.0,
31,1986.0,21 Jun 1986 - 16:00 ,Quarter-finals,Estadio Universitario,Monterrey ,Germany,0.0,0.0,Mexico,D,Draw,Germany win on penalties (4 - 1) ,575.0,FRG,MEX,36,9.0,21.0,
32,1994.0,28 Jun 1994 - 12:30 ,Group E,RFK Stadium,Washington Dc ,Italy,1.0,1.0,Mexico,D,Draw, ,3078.0,ITA,MEX,36,13.0,21.0,
33,1998.0,20 Jun 1998 - 17:30 ,Group E,Stade du Parc Lescure,Bordeaux ,Belgium,2.0,2.0,Mexico,D,Draw, ,8750.0,BEL,MEX,32,10.0,21.0,
34,1998.0,25 Jun 1998 - 16:00 ,Group E,Stade Geoffroy Guichard,Saint-Etienne ,Netherlands,2.0,2.0,Mexico,D,Draw, ,8766.0,NED,MEX,24,10.0,21.0,
35,2010.0,11 Jun 2010 - 16:00 ,Group A,Soccer City Stadium,Johannesburg ,South Africa,1.0,1.0,Mexico,D,Draw, ,300061454.0,RSA,MEX,22,17.0,21.0,
36,1986.0,11 Jun 1986 - 12:00 ,Group B,Bombonera - Estadio Nemesio Diez,Toluca ,Paraguay,2.0,2.0,Belgium,D,Draw, ,429.0,PAR,BEL,19,23.0,10.0,
37,1986.0,22 Jun 1986 - 16:00 ,Quarter-finals,Cuauhtemoc,Puebla ,Spain,1.0,1.0,Belgium,D,Draw,Belgium win on penalties (4 - 5) ,421.0,ESP,BEL,24,14.0,10.0,
38,1954.0,17 Jun 1954 - 18:10 ,Group 4,St. Jakob,Basel ,England,4.0,4.0,Belgium,D,Draw, ,1240.0,ENG,BEL,23,8.45,10.0,
39,1998.0,13 Jun 1998 - 21:00 ,Group E,Stade de France,Saint-Denis ,Netherlands,0.0,0.0,Belgium,D,Draw, ,8733.0,NED,BEL,22,10.0,10.0,
40,2002.0,10 Jun 2002 - 18:00 ,Group H,Oita Stadium Big Eye,Oita ,Tunisia,1.0,1.0,Belgium,D,Draw, ,43950031.0,TUN,BEL,21,21.0,10.0,
41,2002.0,04 June 2002 - 18:00 ,Group H,Saitama Stadium 2002,Saitama ,Japan,2.0,2.0,Belgium,D,Draw, ,43950013.0,JPN,BEL,29,12.0,10.0,
42,1950.0,29 Jun 1950 - 15:30 ,Group 3,Durival de Brito,Curitiba ,Sweden,2.0,2.0,Paraguay,D,Draw, ,1228.0,SWE,PAR,23,3.0,23.0,
43,1998.0,19 Jun 1998 - 21:00 ,Group D,Stade Geoffroy Guichard,Saint-Etienne ,Spain,0.0,0.0,Paraguay,D,Draw, ,8748.0,ESP,PAR,24,14.0,23.0,
44,2010.0,14 Jun 2010 - 20:30 ,Group F,Cape Town Stadium,Cape Town ,Italy,1.0,1.0,Paraguay,D,Draw, ,300061484.0,ITA,PAR,19,13.0,23.0,
45,1986.0,07 Jun 1986 - 12:00 ,Group B,Estadio Azteca,Mexico City ,Mexico,1.0,1.0,Paraguay,D,Draw, ,680.0,MEX,PAR,25,21.0,23.0,
46,1958.0,08 Jun 1958 - 19:00 ,Group 2,Arosvallen,Vasteras ,Yugoslavia,1.0,1.0,Scotland,D,Draw, ,1434.0,YUG,SCO,22,8.9,8.45,
47,1982.0,22 Jun 1982 - 21:00 ,Group 6,La Rosaleda,Malaga ,Russia,2.0,2.0,Scotland,D,Draw, ,1071.0,URS,SCO,32,-3.0,8.45,
48,1982.0,17 Jun 1982 - 21:00 ,Group 5,La Romareda,Zaragoza ,Yugoslavia,0.0,0.0,Northern Ireland,D,Draw, ,1044.0,YUG,NIR,35,8.9,9.3,
49,1982.0,01 Jul 1982 - 17:15 ,Group 4,Vicente Calderon,Madrid ,Austria,2.0,2.0,Northern Ireland,D,Draw, ,771.0,AUT,NIR,34,7.0,9.3,
50,1958.0,15 Jun 1958 - 19:00 ,Group 1,Malmo Stadion,Malm� ,Germany,2.0,2.0,Northern Ireland,D,Draw, ,1389.0,FRG,NIR,21,9.0,9.3,
51,1986.0,03 Jun 1986 - 12:00 ,Group D,Tres de Marzo,Guadalajara ,Algeria,1.0,1.0,Northern Ireland,D,Draw, ,379.0,ALG,NIR,28,24.0,9.3,
52,1982.0,21 Jun 1982 - 21:00 ,Group 5,La Romareda,Zaragoza ,Honduras,1.0,1.0,Northern Ireland,D,Draw, ,959.0,HON,NIR,35,25.0,9.3,
53,1974.0,03 Jul 1974 - 19:30 ,Group A,Parkstadion,Gelsenkirchen ,Argentina,1.0,1.0,Germany,D,Draw, ,1946.0,ARG,GDR,22,15.0,9.0,
54,1974.0,18 Jun 1974 - 19:30 ,Group 1,Olympiastadion,Berlin West ,Chile,1.0,1.0,Germany,D,Draw, ,2004.0,CHI,GDR,26,9.0,9.0,
55,1986.0,04 Jun 1986 - 12:00 ,Group E,Estadio Corregidora,Queretaro ,Uruguay,1.0,1.0,Germany,D,Draw, ,585.0,URU,FRG,24,17.0,9.0,
56,1938.0,04 Jun 1938 - 17:00 ,First round,Parc des Princes,Paris ,Switzerland,1.0,1.0,Germany,D,Draw, ,1165.0,SUI,GER,25,8.0,9.0,
57,1982.0,22 Jun 1982 - 21:00 ,Group 3,Nuevo Estadio,Elche ,Belgium,1.0,1.0,Hungary,D,Draw, ,779.0,BEL,HUN,31,10.0,11.0,
58,1982.0,17 Jun 1982 - 17:45 ,Group 4,Jose Zorrilla,Valladolid ,Czech Republic,1.0,1.0,Kuwait,D,Draw, ,1012.0,TCH,KUW,32,8.0,26.0,
59,1982.0,24 Jun 1982 - 17:15 ,Group 4,Jose Zorrilla,Valladolid ,France,1.0,1.0,Czech Republic,D,Draw, ,922.0,FRA,TCH,32,13.0,8.0,
60,1938.0,12 Jun 1938 - 17:00 ,Quarter-finals,Stade du Parc Lescure,Bordeaux ,Brazil,1.0,1.0,Czech Republic,D,Draw, ,1152.0,BRA,TCH,32,25.0,8.0,
61,1962.0,02 Jun 1962 - 15:00 ,Group 3,Estadio Sausalito,Vina Del Mar ,Brazil,0.0,0.0,Czech Republic,D,Draw, ,1462.0,BRA,TCH,17,25.0,8.0,
62,1958.0,11 Jun 1958 - 19:00 ,Group 1,Olympia Stadium,Helsingborg ,Germany,2.0,2.0,Czech Republic,D,Draw, ,1391.0,FRG,TCH,21,9.0,8.0,
63,1986.0,05 Jun 1986 - 12:00 ,Group C,Nou Camp - Estadio Le�n,Leon ,France,1.0,1.0,Russia,D,Draw, ,571.0,FRA,URS,28,13.0,-3.0,
64,1970.0,31 May 1970 - 12:00 ,Group 1,Estadio Azteca,Mexico City ,Mexico,0.0,0.0,Russia,D,Draw, ,1902.0,MEX,URS,25,21.0,-3.0,
65,1982.0,04 Jul 1982 - 21:00 ,Group 1,Camp Nou,Barcelona ,Poland,0.0,0.0,Russia,D,Draw, ,1058.0,POL,URS,30,8.0,-3.0,
66,2014.0,26 Jun 2014 - 17:00 ,Group H,Arena da Baixada,Curitiba ,Algeria,1.0,1.0,Russia,D,Draw, ,300186506.0,ALG,RUS,23,24.0,-3.0,
67,2002.0,02 Jun 2002 - 16:30 ,Group B,Busan Asiad Main Stadium,Busan ,Paraguay,2.0,2.0,South Africa,D,Draw, ,43950006.0,PAR,RSA,48,23.0,17.0,
68,2006.0,14 Jun 2006 - 18:00 ,Group H,"FIFA World Cup Stadium, Munich",Munich ,Tunisia,2.0,2.0,Saudi Arabia,D,Draw, ,97410016.0,TUN,KSA,20,21.0,26.0,
69,1998.0,24 Jun 1998 - 16:00 ,Group C,Stade du Parc Lescure,Bordeaux ,South Africa,2.0,2.0,Saudi Arabia,D,Draw, ,8764.0,RSA,KSA,32,17.0,26.0,
70,1998.0,18 Jun 1998 - 17:30 ,Group C,Stade Municipal,Toulouse ,South Africa,1.0,1.0,Denmark,D,Draw, ,8746.0,RSA,DEN,30,17.0,-16.0,
71,2006.0,18 Jun 2006 - 15:00 ,Group F,Franken-Stadion,Nuremberg ,Japan,0.0,0.0,Croatia,D,Draw, ,97410028.0,JPN,CRO,20,12.0,12.0,
72,2002.0,06 Jun 2002 - 15:30 ,Group A,Daegu World Cup Stadium,Daegu ,Denmark,1.0,1.0,Senegal,D,Draw, ,43950020.0,DEN,SEN,28,-16.0,28.0,
73,2002.0,06 Jun 2002 - 20:30 ,Group A,Busan Asiad Main Stadium,Busan ,France,0.0,0.0,Uruguay,D,Draw, ,43950018.0,FRA,URU,48,13.0,17.0,
74,1966.0,11 Jul 1966 - 19:30 ,Group 1,Wembley Stadium,London ,England,0.0,0.0,Uruguay,D,Draw, ,1636.0,ENG,URU,24,8.45,17.0,
75,1974.0,19 Jun 1974 - 19:30 ,Group 3,Niedersachsenstadion,Hanover ,Bulgaria,1.0,1.0,Uruguay,D,Draw, ,1996.0,BUL,URU,21,11.0,17.0,
76,1986.0,13 Jun 1986 - 12:00 ,Group E,Neza,Nezahualcoyotl ,Scotland,0.0,0.0,Uruguay,D,Draw, ,712.0,SCO,URU,25,8.45,17.0,
77,2002.0,11 June 2002 - 15:30 ,Group A,Suwon World Cup Stadium,Suwon ,Senegal,3.0,3.0,Uruguay,D,Draw, ,43950034.0,SEN,URU,22,28.0,17.0,
78,2006.0,13 Jun 2006 - 18:00 ,Group G,Gottlieb-Daimler-Stadion,Stuttgart ,France,0.0,0.0,Switzerland,D,Draw, ,97410013.0,FRA,SUI,22,13.0,8.0,
79,1994.0,18 Jun 1994 - 11:30 ,Group A,Pontiac Silverdome,Detroit ,USA,1.0,1.0,Switzerland,D,Draw, ,3051.0,USA,SUI,30,8.55,8.0,
80,1950.0,28 Jun 1950 - 15:00 ,Group 1,Pacaembu,Sao Paulo ,Brazil,2.0,2.0,Switzerland,D,Draw, ,1188.0,BRA,SUI,26,25.0,8.0,
81,2006.0,18 Jun 2006 - 21:00 ,Group G,Zentralstadion,Leipzig ,France,1.0,1.0,Korea Republic,D,Draw, ,97410029.0,FRA,KOR,22,13.0,11.5,
82,1994.0,17 Jun 1994 - 19:30 ,Group C,Cotton Bowl,Dallas ,Spain,2.0,2.0,Korea Republic,D,Draw, ,3050.0,ESP,KOR,34,14.0,11.5,
83,2002.0,22 Jun 2002 - 15:30 ,Quarter-finals,Gwangju World Cup Stadium,Gwangju ,Spain,0.0,0.0,Korea Republic,D,Draw,Korea Republic win on penalties (3 - 5) ,43950059.0,ESP,KOR,27,14.0,11.5,
84,2014.0,17 Jun 2014 - 18:00 ,Group H,Arena Pantanal,Cuiaba ,Russia,1.0,1.0,Korea Republic,D,Draw, ,300186499.0,RUS,KOR,36,-3.0,11.5,
85,1998.0,25 Jun 1998 - 16:00 ,Group E,Parc des Princes,Paris ,Belgium,1.0,1.0,Korea Republic,D,Draw, ,8765.0,BEL,KOR,25,10.0,11.5,
86,2010.0,22 Jun 2010 - 20:30 ,Group B,Durban Stadium,Durban ,Nigeria,2.0,2.0,Korea Republic,D,Draw, ,300111115.0,NGA,KOR,22,27.0,11.5,
87,2010.0,25 Jun 2010 - 20:30 ,Group H,Free State Stadium,Mangaung/Bloemfontein ,Switzerland,0.0,0.0,Honduras,D,Draw, ,300061492.0,SUI,HON,22,8.0,25.0,
88,1982.0,16 Jun 1982 - 21:00 ,Group 5,Luis Casanova,Valencia ,Spain,1.0,1.0,Honduras,D,Draw, ,901.0,ESP,HON,27,14.0,25.0,
89,2014.0,16 Jun 2014 - 16:00 ,Group F,Arena da Baixada,Curitiba ,Iran,0.0,0.0,Nigeria,D,Draw, ,300186505.0,IRN,NGA,23,19.0,27.0,
90,1998.0,30 Jun 1998 - 21:00 ,Round of 16,Stade Geoffroy Guichard,Saint-Etienne ,Argentina,2.0,2.0,England,D,Draw,Argentina win on penalties (4 - 3) ,8779.0,ARG,ENG,24,15.0,8.45,
91,1958.0,11 Jun 1958 - 19:00 ,Group 4,Nya Ullevi,Gothenburg ,Brazil,0.0,0.0,England,D,Draw, ,1339.0,BRA,ENG,21,25.0,8.45,
92,2006.0,20 Jun 2006 - 21:00 ,Group B,"FIFA World Cup Stadium, Cologne",Cologne ,Sweden,2.0,2.0,England,D,Draw, ,97410035.0,SWE,ENG,24,3.0,8.45,
93,1982.0,29 Jun 1982 - 21:00 ,Group 2,Santiago Bernabeu,Madrid ,Germany,0.0,0.0,England,D,Draw, ,879.0,FRG,ENG,34,9.0,8.45,
94,1990.0,04 Jul 1990 - 20:00 ,Semi-finals,Stadio delle Alpi,Turin ,Germany,1.0,1.0,England,D,Draw, win on penalties (4 - 3) ,159.0,FRG,ENG,31,9.0,8.45,
95,1982.0,05 Jul 1982 - 21:00 ,Group 2,Santiago Bernabeu,Madrid ,Spain,0.0,0.0,England,D,Draw, ,877.0,ESP,ENG,34,14.0,8.45,
96,1958.0,08 Jun 1958 - 19:00 ,Group 4,Nya Ullevi,Gothenburg ,Russia,2.0,2.0,England,D,Draw, ,1372.0,URS,ENG,21,-3.0,8.45,
97,2014.0,24 Jun 2014 - 13:00 ,Group D,Estadio Mineirao,Belo Horizonte ,Costa Rica,0.0,0.0,England,D,Draw, ,300186484.0,CRC,ENG,28,26.0,8.45,
98,2002.0,12 Jun 2002 - 15:30 ,Group F,Osaka Nagai Stadium,Osaka ,Nigeria,0.0,0.0,England,D,Draw, ,43950038.0,NGA,ENG,27,27.0,8.45,
99,1990.0,19 Jun 1990 - 17:00 ,Group D,Giuseppe Meazza,Milan ,Germany,1.0,1.0,Colombia,D,Draw, ,114.0,FRG,COL,29,9.0,25.0,
100,1962.0,03 Jun 1962 - 15:00 ,Group 1,Carlos Dittborn,Arica ,Russia,4.0,4.0,Colombia,D,Draw, ,1478.0,URS,COL,17,-3.0,25.0,
101,1990.0,18 Jun 1990 - 21:00 ,Group B,San Paolo,Naples ,Argentina,1.0,1.0,Romania,D,Draw, ,29.0,ARG,ROU,29,15.0,10.0,
102,1938.0,05 Jun 1938 - 17:00 ,First round,Stade Municipal,Toulouse ,Cuba,3.0,3.0,Romania,D,Draw, ,1156.0,CUB,ROU,30,26.0,10.0,
103,1990.0,25 Jun 1990 - 17:00 ,Round of 16,Luigi Ferraris,Genoa ,Republic of Ireland,0.0,0.0,Romania,D,Draw,Republic of Ireland win on penalties (5 - 4) ,248.0,IRL,ROU,30,9.3,10.0,
104,1978.0,07 Jun 1978 - 16:45 ,Group 4,Estadio Ol�mpico Chateau Carreras,Cordoba ,Scotland,1.0,1.0,Iran,D,Draw, ,2408.0,SCO,IRN,16,8.45,19.0,
105,1954.0,19 Jun 1954 - 17:00 ,Group 1,La Pontaise,Lausanne ,Brazil,1.0,1.0,Yugoslavia,D,Draw, ,1252.0,BRA,YUG,22,25.0,8.9,
106,1974.0,13 Jun 1974 - 17:00 ,Group 2,Waldstadion,Frankfurt/Main ,Brazil,0.0,0.0,Yugoslavia,D,Draw, ,1986.0,BRA,YUG,23,25.0,8.9,
107,1958.0,15 Jun 1958 - 19:00 ,Group 2,Tunavallen,Eskilstuna ,Paraguay,3.0,3.0,Yugoslavia,D,Draw, ,1426.0,PAR,YUG,22,23.0,8.9,
108,1998.0,21 Jun 1998 - 14:30 ,Group F,Stade Felix Bollaert,Lens ,Germany,2.0,2.0,Yugoslavia,D,Draw, ,8753.0,GER,YUG,22,9.0,8.9,
109,1974.0,22 Jun 1974 - 16:00 ,Group 2,Waldstadion,Frankfurt/Main ,Scotland,1.0,1.0,Yugoslavia,D,Draw, ,2175.0,SCO,YUG,23,8.45,8.9,
110,2014.0,22 Jun 2014 - 18:00 ,Group G,Arena Amazonia,Manaus ,USA,2.0,2.0,Portugal,D,Draw, ,300186483.0,USA,POR,31,8.55,15.0,
111,2006.0,01 Jul 2006 - 17:00 ,Quarter-finals,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,England,0.0,0.0,Portugal,D,Draw,Portugal win on penalties (1 - 3) ,97410059.0,ENG,POR,22,8.45,15.0,
112,2010.0,15 Jun 2010 - 16:00 ,Group G,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Ivory Coast,0.0,0.0,Portugal,D,Draw, ,300061489.0,CIV,POR,13,26.35,15.0,
113,2010.0,18 Jun 2010 - 20:30 ,Group C,Cape Town Stadium,Cape Town ,England,0.0,0.0,Algeria,D,Draw, ,300061464.0,ENG,ALG,19,8.45,24.0,
114,2010.0,02 Jul 2010 - 20:30 ,Quarter-finals,Soccer City Stadium,Johannesburg ,Uruguay,1.0,1.0,Ghana,D,Draw,Uruguay win on penalties (4 - 2) ,300061508.0,URU,GHA,22,17.0,27.0,
115,2014.0,21 Jun 2014 - 16:00 ,Group G,Estadio Castelao,Fortaleza ,Germany,2.0,2.0,Ghana,D,Draw, ,300186493.0,GER,GHA,28,9.0,27.0,
116,1978.0,18 Jun 1978 - 19:15 ,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,0.0,0.0,Brazil,D,Draw, ,2196.0,ARG,BRA,18,15.0,25.0,
117,1978.0,03 Jun 1978 - 13:45 ,Group 3,Estadio Jos� Mar�a Minella,Mar Del Plata ,Sweden,1.0,1.0,Brazil,D,Draw, ,2253.0,SWE,BRA,12,3.0,25.0,
118,2010.0,25 Jun 2010 - 16:00 ,Group G,Durban Stadium,Durban ,Portugal,0.0,0.0,Brazil,D,Draw, ,300111111.0,POR,BRA,22,15.0,25.0,
119,1974.0,18 Jun 1974 - 19:30 ,Group 2,Waldstadion,Frankfurt/Main ,Scotland,0.0,0.0,Brazil,D,Draw, ,1985.0,SCO,BRA,23,8.45,25.0,
120,1994.0,23 Jun 1994 - 19:30 ,Group C,Foxboro Stadium,Boston ,Korea Republic,0.0,0.0,Bolivia,D,Draw, ,3065.0,KOR,BOL,32,11.5,21.0,
121,2010.0,11 Jun 2010 - 20:30 ,Group A,Cape Town Stadium,Cape Town ,Uruguay,0.0,0.0,France,D,Draw, ,300061453.0,URU,FRA,19,17.0,13.0,
122,1986.0,21 Jun 1986 - 12:00 ,Quarter-finals,Jalisco,Guadalajara ,Brazil,1.0,1.0,France,D,Draw,France win on penalties (3 - 4) ,440.0,BRA,FRA,28,25.0,13.0,
123,1982.0,08 Jul 1982 - 21:00 ,Semi-finals,Ramon Sanchez Pizjuan,Seville ,Germany,3.0,3.0,France,D,Draw, win on penalties (5 - 4) ,914.0,FRG,FRA,29,9.0,13.0,
124,1998.0,03 Jul 1998 - 16:30 ,Quarter-finals,Stade de France,Saint-Denis ,Italy,0.0,0.0,France,D,Draw,France win on penalties (3 - 4) ,8781.0,ITA,FRA,22,13.0,13.0,
125,2006.0,09 Jul 2006 - 20:00 ,Final,Olympiastadion,Berlin ,Italy,1.0,1.0,France,D,Draw,Italy win on penalties (5 - 3) ,97410064.0,ITA,FRA,26,13.0,13.0,
126,2014.0,25 Jun 2014 - 17:00 ,Group E,Estadio do Maracana,Rio De Janeiro ,Ecuador,0.0,0.0,France,D,Draw, ,300186515.0,ECU,FRA,30,22.0,13.0,
127,1990.0,30 Jun 1990 - 17:00 ,Quarter-finals,Comunale,Florence ,Yugoslavia,0.0,0.0,Argentina,D,Draw, win on penalties (2 - 3) ,31.0,YUG,ARG,33,8.9,15.0,
128,1962.0,06 Jun 1962 - 15:00 ,Group 4,Estadio El Teniente-Codelco,Rancagua ,Hungary,0.0,0.0,Argentina,D,Draw, ,1451.0,HUN,ARG,15,11.0,15.0,
129,2002.0,12 Jun 2002 - 15:30 ,Group F,Miyagi Stadium,Rifu ,Sweden,1.0,1.0,Argentina,D,Draw, ,43950037.0,SWE,ARG,26,3.0,15.0,
130,1966.0,16 Jul 1966 - 15:00 ,Group 2,Villa Park,Birmingham ,Germany,0.0,0.0,Argentina,D,Draw, ,1579.0,FRG,ARG,21,9.0,15.0,
131,2006.0,30 Jun 2006 - 17:00 ,Quarter-finals,Olympiastadion,Berlin ,Germany,1.0,1.0,Argentina,D,Draw,Germany win on penalties (4 - 2) ,97410057.0,GER,ARG,26,9.0,15.0,
132,1986.0,05 Jun 1986 - 12:00 ,Group A,Cuauhtemoc,Puebla ,Italy,1.0,1.0,Argentina,D,Draw, ,394.0,ITA,ARG,24,13.0,15.0,
133,1990.0,03 Jul 1990 - 20:00 ,Semi-finals,San Paolo,Naples ,Italy,1.0,1.0,Argentina,D,Draw, win on penalties (3 - 4) ,28.0,ITA,ARG,29,13.0,15.0,
134,2006.0,21 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Netherlands,0.0,0.0,Argentina,D,Draw, ,97410037.0,NED,ARG,23,10.0,15.0,
135,2014.0,09 Jul 2014 - 17:00 ,Semi-finals,Arena de Sao Paulo,Sao Paulo ,Netherlands,0.0,0.0,Argentina,D,Draw,Argentina win on penalties (2 - 4) ,300186490.0,NED,ARG,26,10.0,15.0,
136,1982.0,18 Jun 1982 - 17:15 ,Group 1,Estadio Municipal de Bala�dos,Vigo ,Italy,1.0,1.0,Peru,D,Draw, ,994.0,ITA,PER,21,13.0,20.0,
137,1978.0,07 Jun 1978 - 16:45 ,Group 4,San Martin,Mendoza ,Netherlands,0.0,0.0,Peru,D,Draw, ,2394.0,NED,PER,13,10.0,20.0,
138,1994.0,10 Jul 1994 - 12:30 ,Quarter-finals,Stanford Stadium,San Francisco ,Romania,2.0,2.0,Sweden,D,Draw,Sweden win on penalties (4 - 5) ,3095.0,ROU,SWE,23,10.0,3.0,
139,1994.0,28 Jun 1994 - 16:00 ,Group B,Pontiac Silverdome,Detroit ,Brazil,1.0,1.0,Sweden,D,Draw, ,3080.0,BRA,SWE,30,25.0,3.0,
140,2002.0,02 Jun 2002 - 18:30 ,Group F,Saitama Stadium 2002,Saitama ,England,1.0,1.0,Sweden,D,Draw, ,43950005.0,ENG,SWE,29,8.45,3.0,
